id,text,language,category,subcategory,priority,duplicate_of
353,"Revaluation application diye a week ho gaye, please process karo.",hinglish,Examinations,revaluation,3,
819,The reference book for AI/ML is not available in the library.,en,IT_Library,library_book_availability,2,
1201,Boisar se long commute ki wajah se students ko return train pakadne ke liye kabhi lecture early leave karna padta hai.,hinglish,Transport,transport_academic_conflict,2,
802,Lab mein zaroori software license available nahi hai.,hinglish,IT_Library,software_license,1,
496,I still have not received my caution deposit refund after 10 days.,en,Fees_Accounts,refund,2,
569,मेरी स्कॉलरशिप स्थिति पोर्टल पर 10 days से अपडेट नहीं हुई है।,hi,Fees_Accounts,scholarship,2,
573,Scholarship application ke baare mein koi update nahi mila.,hinglish,Fees_Accounts,scholarship,3,
1012,the main building के वॉशरूम नियमित रूप से साफ नहीं किए जा रहे हैं।,hi,Infrastructure,sanitation_cleanliness,4,
184,My attendance for the elective course is marked wrong despite being present.,en,Academics,attendance,2,
495,"Mujhse semester fee mein Rs. 5,000 extra charge hua hai bina reason ke.",hinglish,Fees_Accounts,fee_discrepancy,3,
571,Meri scholarship status portal pe 3 days se update nahi hui hai.,hinglish,Fees_Accounts,scholarship,3,
566,मुझे स्कॉलरशिप एप्लीकेशन के बारे में कोई अपडेट नहीं मिला।,hi,Fees_Accounts,scholarship,3,
1034,the library building ke washroom regularly clean nahi ho rahe hain.,hinglish,Infrastructure,sanitation_cleanliness,2,
209,मेडिकल सर्टिफिकेट देने के बाद भी अटेंडेंस अपडेट नहीं हुई।,hi,Academics,attendance,2,
774,We do not have access to the required software license in the lab.,en,IT_Library,software_license,2,
407,I have an administrative problem with the examination process that is not related to marks or the timetable.,en,Examinations,examination_process,4,
697,मैं 10 days से स्टूडेंट पोर्टल में लॉगिन नहीं कर पा रहा हूँ।,hi,IT_Library,portal_account_access,2,
1382,Basic meal ki price quality ke comparison mein bohot zyada hai.,hinglish,Canteen,pricing,2,
1104,चल रहे निर्माण कार्य से कैंपस क्षेत्र का सामान्य उपयोग प्रभावित हो रहा है।,hi,Infrastructure,construction_facility_disruption,2,
1515,Canteen prices were increased without any notice to students.,en,Canteen,pricing,2,1359
579,Scholarship application ke baare mein koi update nahi mila.,hinglish,Fees_Accounts,scholarship,2,
1136,Students travelling from Boisar spend three hours commuting to college every day and need better accessibility consideration.,en,Transport,commuting_accessibility,2,
549,I have not received any update about my scholarship application.,en,Fees_Accounts,scholarship,3,
268,Portal se hall ticket download nahi ho raha hai.,hinglish,Examinations,hall_ticket,3,
260,Portal se hall ticket download nahi ho raha hai.,hinglish,Examinations,hall_ticket,3,
600,I am unable to complete fee payment because the transaction is failing.,en,Fees_Accounts,payment_transaction,2,
668,Student account mein fee receipt ya payment record show nahi ho raha.,hinglish,Fees_Accounts,accounts_financial_documentation,2,
1208,Current lecture timings Thalasari se long-distance travel karne wale students ke liye conflict create karti hain.,hinglish,Transport,transport_academic_conflict,2,
159,"Computer Networks का सिलेबस बहुत जल्दी पढ़ाया जा रहा है, समझ नहीं आ रहा।",hi,Academics,syllabus_course_progress,3,
110,आज क्लास में the faculty का व्यवहार सही नहीं था।,hi,Academics,faculty_conduct,2,
978,"the main building 2nd floor ke paas exposed wiring hai, ye unsafe hai.",hinglish,Infrastructure,electrical_issues,4,
1255,College aane-jaane ka journey far-away students ke liye safety ya access problem create karta hai.,hinglish,Transport,travel_safety_access,2,
324,Please process my revaluation application for the Operating Systems exam; it has been 3 days.,en,Examinations,revaluation,4,
1462,कैंटीन में सामान्य समय पर खाना सर्व करने की प्रक्रिया बहुत धीमी है।,hi,Canteen,food_service,1,
1486,कैंटीन की कीमतें बिना किसी सूचना के बढ़ा दी गईं।,hi,Canteen,pricing,2,1371
671,Official documentation ke liye fee receipt aur payment record ki copy chahiye.,hinglish,Fees_Accounts,accounts_financial_documentation,3,
1432,"Canteen ka menu mahino se nahi badla, hume aur variety chahiye.",hinglish,Canteen,menu_variety,3,
820,I have been waiting two weeks for a library book to be issued.,en,IT_Library,library_book_availability,2,
533,5 days baad bhi caution deposit refund nahi mila.,hinglish,Fees_Accounts,refund,3,
871,मेरे स्टूडेंट अकाउंट से ई-लाइब्रेरी संसाधन एक्सेस नहीं हो रहा है।,hi,IT_Library,library_digital_resources,2,
921,the new wing 2nd floor की क्लास का प्रोजेक्टर a week से खराब है।,hi,Infrastructure,classroom_lab_maintenance,3,
592,I am unable to complete fee payment because the transaction is failing.,en,Fees_Accounts,payment_transaction,2,
8,The common lunch break is causing heavy crowding at the canteen; please review the break timetable.,en,Academics,timetable_scheduling,2,
864,I cannot access the online journal or digital library resource required for my course.,en,IT_Library,library_digital_resources,2,
762,Block A mein WiFi 5 days se kaam nahi kar raha hai.,hinglish,IT_Library,wifi_network,2,
727,Wi-Fi in Block B has not been working for 10 days.,en,IT_Library,wifi_network,2,
6,Two lectures for AI/ML and another subject are scheduled at the same time.,en,Academics,timetable_scheduling,3,
194,My attendance for Operating Systems is marked wrong despite being present.,en,Academics,attendance,2,
264,Mera hall ticket mein seat number galat hai AI/ML exam ke liye.,hinglish,Examinations,hall_ticket,3,
419,There is an issue with the examination procedure and I need guidance on the correct process.,en,Examinations,examination_process,2,
557,मुझे स्कॉलरशिप एप्लीकेशन के बारे में कोई अपडेट नहीं मिला।,hi,Fees_Accounts,scholarship,2,
1378,कैंटीन की कीमतें बिना किसी सूचना के बढ़ा दी गईं।,hi,Canteen,pricing,2,
1330,कैंटीन के फूड काउंटर के पास कीड़े दिखे।,hi,Canteen,food_hygiene,2,
1145,दूर से आने वाले Bhiwandi के छात्रों के लिए रोज पूरा कॉलेज शेड्यूल करना मुश्किल हो रहा है।,hi,Transport,commuting_accessibility,3,
239,I am unable to download my hall ticket from the portal.,en,Examinations,hall_ticket,3,
785,लैब में जरूरी सॉफ्टवेयर लाइसेंस उपलब्ध नहीं है।,hi,IT_Library,software_license,2,
489,Mujhse semester fee mein Rs. 500 extra charge hua hai bina reason ke.,hinglish,Fees_Accounts,fee_discrepancy,2,
261,Portal se hall ticket download nahi ho raha hai.,hinglish,Examinations,hall_ticket,3,
949,Frequent electrical failures in the main building are disrupting lab sessions.,en,Infrastructure,electrical_issues,4,
1445,The canteen serving process is too slow during normal service hours.,en,Canteen,food_service,2,
101,There was inappropriate behaviour by the faculty in class today.,en,Academics,faculty_conduct,3,
1321,कैंटीन के फूड काउंटर के पास कीड़े दिखे।,hi,Canteen,food_hygiene,3,
714,Main 3 days se student portal mein login nahi kar pa raha.,hinglish,IT_Library,portal_account_access,2,
780,The licensed software for AI/ML lab has expired and needs renewal.,en,IT_Library,software_license,3,
760,Block A mein WiFi 3 days se kaam nahi kar raha hai.,hinglish,IT_Library,wifi_network,2,
824,I have been waiting 5 days for a library book to be issued.,en,IT_Library,library_book_availability,2,
604,ट्रांजैक्शन फेल होने की वजह से फीस पेमेंट पूरा नहीं हो पा रहा है।,hi,Fees_Accounts,payment_transaction,4,
359,"Operating Systems paper ka revaluation chahiye, marks galat lag rahe hain.",hinglish,Examinations,revaluation,3,
1427,"Canteen ka menu mahino se nahi badla, hume aur variety chahiye.",hinglish,Canteen,menu_variety,2,
1392,Basic meal ki price quality ke comparison mein bohot zyada hai.,hinglish,Canteen,pricing,2,
809,Lab mein zaroori software license available nahi hai.,hinglish,IT_Library,software_license,1,
1415,डाइटरी रिस्ट्रिक्शन वाले छात्रों के लिए बहुत कम विकल्प हैं।,hi,Canteen,menu_variety,2,
822,The reference book for the elective course is not available in the library.,en,IT_Library,library_book_availability,2,
1269,The food quality in the canteen has dropped significantly this month.,en,Canteen,food_quality,2,
440,Examination procedure mein issue hai aur correct process ki guidance chahiye.,hinglish,Examinations,examination_process,4,
543,My scholarship status has not been updated on the portal for 10 days.,en,Fees_Accounts,scholarship,4,
715,Result dekhne ki koshish karne pe portal error deta hai.,hinglish,IT_Library,portal_account_access,3,
954,"There is exposed wiring near the library building 4th floor, which is unsafe.",en,Infrastructure,electrical_issues,4,
380,मेरी दो परीक्षाएं the elective course सहित एक ही दिन पर हैं।,hi,Examinations,examination_schedule,2,
1138,Long-distance commuting is making it difficult for students from Virar to attend the full college schedule regularly.,en,Transport,commuting_accessibility,3,
535,"Mera Rs. 1,200 ka refund 10 days se pending hai.",hinglish,Fees_Accounts,refund,3,
1429,Dietary restriction wale students ke liye bohot kam options hain.,hinglish,Canteen,menu_variety,1,
665,Student account mein fee receipt ya payment record show nahi ho raha.,hinglish,Fees_Accounts,accounts_financial_documentation,4,
695,रिजल्ट देखने की कोशिश करने पर पोर्टल एरर दिखाता है।,hi,IT_Library,portal_account_access,2,
1503,"AI/ML paper ka revaluation chahiye, marks galat lag rahe hain.",hinglish,Examinations,revaluation,3,358
2,Two lectures for AI/ML and another subject are scheduled at the same time.,en,Academics,timetable_scheduling,2,
848,Library book issue hone mein two weeks ho gaye.,hinglish,IT_Library,library_book_availability,2,
553,I have not received any update about my scholarship application.,en,Fees_Accounts,scholarship,3,
1168,Virar se daily travel ki wajah se students ke liye full college schedule follow karna difficult ho raha hai.,hinglish,Transport,commuting_accessibility,3,
134,a visiting lecturer ne class mein bohot rudely behave kiya students ke saath.,hinglish,Academics,faculty_conduct,2,
907,The projector in the main building 4th floor classroom has been broken for two weeks.,en,Infrastructure,classroom_lab_maintenance,4,
1013,2nd floor गलियारे के पास सफाई और सैनिटेशन की समस्या है।,hi,Infrastructure,sanitation_cleanliness,3,
1225,Students travelling long distances have raised a safety or accessibility concern about reaching campus regularly.,en,Transport,travel_safety_access,3,
121,the HOD ne class mein bohot rudely behave kiya students ke saath.,hinglish,Academics,faculty_conduct,2,
771,The licensed software for DBMS lab has expired and needs renewal.,en,IT_Library,software_license,2,
1192,Nalasopara से लंबी यात्रा के कारण छात्रों को कभी-कभी वापसी की ट्रेन पकड़ने के लिए लेक्चर जल्दी छोड़ना पड़ता है।,hi,Transport,transport_academic_conflict,2,
545,My scholarship status has not been updated on the portal for a week.,en,Fees_Accounts,scholarship,3,
803,"Data Structures lab ka licensed software expire ho gaya hai, renew chahiye.",hinglish,IT_Library,software_license,3,
40,"the elective course ka lecture aur lab dono same time pe hai, clash ho raha hai.",hinglish,Academics,timetable_scheduling,3,
615,ट्रांजैक्शन फेल होने की वजह से फीस पेमेंट पूरा नहीं हो पा रहा है।,hi,Fees_Accounts,payment_transaction,2,
630,"Fee payment fail ho gaya lekin Rs. 2,500 account se kat gaya.",hinglish,Fees_Accounts,payment_transaction,3,
488,"Fee receipt aur portal amount mein Rs. 8,000 ka difference hai.",hinglish,Fees_Accounts,fee_discrepancy,3,
182,Attendance was not updated even after submitting a medical certificate.,en,Academics,attendance,2,
99,the faculty was rude to students during the Data Structures lecture.,en,Academics,faculty_conduct,2,
621,Transaction fail hone ki wajah se fee payment complete nahi ho raha.,hinglish,Fees_Accounts,payment_transaction,3,
981,"the new wing 3rd floor ke paas exposed wiring hai, ye unsafe hai.",hinglish,Infrastructure,electrical_issues,4,
847,Library book issue hone mein two weeks ho gaye.,hinglish,IT_Library,library_book_availability,2,
1371,कैंटीन की कीमतें बिना किसी सूचना के बढ़ा दी गईं।,hi,Canteen,pricing,2,
701,रिजल्ट देखने की कोशिश करने पर पोर्टल एरर दिखाता है।,hi,IT_Library,portal_account_access,1,
517,10 days बाद भी मेरा कॉशन डिपॉजिट रिफंड नहीं मिला।,hi,Fees_Accounts,refund,3,
881,मेरे कोर्स के लिए जरूरी ऑनलाइन जर्नल या डिजिटल लाइब्रेरी संसाधन नहीं खुल रहा है।,hi,IT_Library,library_digital_resources,2,
1554,Far se travel karne wale students ne campus reach karne ko lekar safety ya accessibility concern raise kiya hai.,hinglish,Transport,travel_safety_access,3,1253
208,मेडिकल सर्टिफिकेट देने के बाद भी अटेंडेंस अपडेट नहीं हुई।,hi,Academics,attendance,2,
17,"सभी विभागों का लंच ब्रेक एक साथ होने से कैंटीन में बहुत भीड़ होती है, ब्रेक टाइम बदला जाए।",hi,Academics,timetable_scheduling,3,
1481,Menu mein listed food item order karne par baar baar available nahi hota.,hinglish,Canteen,food_service,2,
136,The AI/ML syllabus is not progressing as planned and important portions are still incomplete.,en,Academics,syllabus_course_progress,2,
1219,The journey to and from campus creates an access or safety concern for some students who travel from far away.,en,Transport,travel_safety_access,2,
1017,the new wing के वॉशरूम नियमित रूप से साफ नहीं किए जा रहे हैं।,hi,Infrastructure,sanitation_cleanliness,2,
972,"the library building 3rd floor के पास खुली वायरिंग है, यह असुरक्षित है।",hi,Infrastructure,electrical_issues,4,
71,DBMS के कॉन्सेप्ट ठीक से समझाए नहीं जा रहे हैं और छात्रों को समझने में परेशानी हो रही है।,hi,Academics,teaching_quality,1,
961,Block C में बार-बार बिजली की समस्या से लैब सेशन बाधित हो रहे हैं।,hi,Infrastructure,electrical_issues,5,
1358,Canteen prices were increased without any notice to students.,en,Canteen,pricing,2,
465,"There is a discrepancy of Rs. 2,500 between the fee receipt and portal amount.",en,Fees_Accounts,fee_discrepancy,3,
351,"the elective course paper ka revaluation chahiye, marks galat lag rahe hain.",hinglish,Examinations,revaluation,2,
1527,I am unable to download my hall ticket from the portal.,en,Examinations,hall_ticket,3,234
742,2nd floor लैब में इंटरनेट बार-बार डिस्कनेक्ट हो रहा है।,hi,IT_Library,wifi_network,2,
172,"Computer Networks ka syllabus bohot jaldi cover ho raha hai, samajh nahi aa raha.",hinglish,Academics,syllabus_course_progress,2,
271,The marks uploaded for Operating Systems do not match what was shown on the answer sheet.,en,Examinations,marks_discrepancy,3,
524,5 days बाद भी मेरा कॉशन डिपॉजिट रिफंड नहीं मिला।,hi,Fees_Accounts,refund,3,
676,The portal shows an error every time I try to access my results.,en,IT_Library,portal_account_access,2,
639,My financial receipt or payment record is missing from the student account.,en,Fees_Accounts,accounts_financial_documentation,3,
1479,Menu mein listed food item order karne par baar baar available nahi hota.,hinglish,Canteen,food_service,2,
786,"DBMS लैब का लाइसेंस्ड सॉफ्टवेयर एक्सपायर हो गया है, रिन्यू चाहिए।",hi,IT_Library,software_license,2,
841,the elective course ki reference book library mein available nahi hai.,hinglish,IT_Library,library_book_availability,3,
597,I am unable to complete fee payment because the transaction is failing.,en,Fees_Accounts,payment_transaction,3,
814,I have been waiting 3 days for a library book to be issued.,en,IT_Library,library_book_availability,2,
147,The DBMS syllabus is being rushed and we are not able to understand the concepts.,en,Academics,syllabus_course_progress,1,
616,Transaction fail hone ki wajah se fee payment complete nahi ho raha.,hinglish,Fees_Accounts,payment_transaction,4,
957,"There is exposed wiring near the library building ground floor, which is unsafe.",en,Infrastructure,electrical_issues,4,
851,Operating Systems ki reference book library mein available nahi hai.,hinglish,IT_Library,library_book_availability,2,
225,Medical certificate submit karne ke baad bhi attendance update nahi hui.,hinglish,Academics,attendance,2,
1288,कैंटीन में खाने की क्वालिटी इस महीने काफी गिर गई है।,hi,Canteen,food_quality,2,
966,the main building में बार-बार बिजली की समस्या से लैब सेशन बाधित हो रहे हैं।,hi,Infrastructure,electrical_issues,4,
1000,Washrooms in Block C are not being cleaned regularly.,en,Infrastructure,sanitation_cleanliness,3,
483,"Fee receipt aur portal amount mein Rs. 1,200 ka difference hai.",hinglish,Fees_Accounts,fee_discrepancy,3,
622,Transaction fail hone ki wajah se fee payment complete nahi ho raha.,hinglish,Fees_Accounts,payment_transaction,3,
1326,कैंटीन के फूड काउंटर के पास कीड़े दिखे।,hi,Canteen,food_hygiene,2,
222,"AI/ML mein meri attendance galat show ho rahi hai, main present tha.",hinglish,Academics,attendance,2,
1260,College aane-jaane ka journey far-away students ke liye safety ya access problem create karta hai.,hinglish,Transport,travel_safety_access,3,
291,DBMS के इंटरनल और एक्सटर्नल मार्क्स में अंतर है।,hi,Examinations,marks_discrepancy,2,
842,Computer Networks ki reference book library mein available nahi hai.,hinglish,IT_Library,library_book_availability,2,
1116,Construction work ki wajah se common college facility ka access block ho raha hai.,hinglish,Infrastructure,construction_facility_disruption,2,
1055,पार्किंग की जगह कम होने से छात्रों को वाहन पार्क करने में समस्या हो रही है।,hi,Infrastructure,parking_access,3,
1092,Construction work is blocking access to a common college facility.,en,Infrastructure,construction_facility_disruption,3,
900,Student account se e-library resource access nahi ho raha.,hinglish,IT_Library,library_digital_resources,2,
20,"सभी विभागों का लंच ब्रेक एक साथ होने से कैंटीन में बहुत भीड़ होती है, ब्रेक टाइम बदला जाए।",hi,Academics,timetable_scheduling,3,
653,मुझे आधिकारिक दस्तावेज के लिए फीस रसीद और पेमेंट रिकॉर्ड की कॉपी चाहिए।,hi,Fees_Accounts,accounts_financial_documentation,4,
578,Scholarship application ke baare mein koi update nahi mila.,hinglish,Fees_Accounts,scholarship,3,
614,ट्रांजैक्शन फेल होने की वजह से फीस पेमेंट पूरा नहीं हो पा रहा है।,hi,Fees_Accounts,payment_transaction,2,
1003,Washrooms in the main building are not being cleaned regularly.,en,Infrastructure,sanitation_cleanliness,2,
1010,3rd floor गलियारे के पास सफाई और सैनिटेशन की समस्या है।,hi,Infrastructure,sanitation_cleanliness,3,
185,My attendance for DBMS is marked wrong despite being present.,en,Academics,attendance,2,
265,Portal se hall ticket download nahi ho raha hai.,hinglish,Examinations,hall_ticket,3,
171,"the elective course ka syllabus bohot jaldi cover ho raha hai, samajh nahi aa raha.",hinglish,Academics,syllabus_course_progress,1,
58,The professor is not explaining Operating Systems concepts clearly and students are struggling to understand.,en,Academics,teaching_quality,2,
1195,Bhiwandi से लंबी यात्रा के कारण छात्रों को कभी-कभी वापसी की ट्रेन पकड़ने के लिए लेक्चर जल्दी छोड़ना पड़ता है।,hi,Transport,transport_academic_conflict,2,
1488,the elective course ke marks jo upload hue hain wo answer sheet se match nahi karte.,hinglish,Examinations,marks_discrepancy,3,306
1245,दूर से आने वाले छात्रों ने कैंपस तक नियमित पहुंच को लेकर सुरक्षा या पहुंच संबंधी चिंता बताई है।,hi,Transport,travel_safety_access,4,
41,"Sab departments ka lunch break same hai, canteen mein bohot crowd hota hai, break timing review karo.",hinglish,Academics,timetable_scheduling,3,
525,"मेरा Rs. 8,000 का रिफंड 3 days से पेंडिंग है।",hi,Fees_Accounts,refund,2,
645,My financial receipt or payment record is missing from the student account.,en,Fees_Accounts,accounts_financial_documentation,3,
1121,Ongoing construction se campus area ka normal use disturb ho raha hai.,hinglish,Infrastructure,construction_facility_disruption,3,
165,AI/ML का जरूरी सिलेबस अभी तक पूरा नहीं हुआ है।,hi,Academics,syllabus_course_progress,2,
607,ट्रांजैक्शन फेल होने की वजह से फीस पेमेंट पूरा नहीं हो पा रहा है।,hi,Fees_Accounts,payment_transaction,2,
588,The fee payment failed but Rs. 500 was deducted from my account.,en,Fees_Accounts,payment_transaction,3,
131,a professor ne class mein bohot rudely behave kiya students ke saath.,hinglish,Academics,faculty_conduct,2,
45,"Sab departments ka lunch break same hai, canteen mein bohot crowd hota hai, break timing review karo.",hinglish,Academics,timetable_scheduling,1,
250,मेरे हॉल टिकट में सीट नंबर गलत है AI/ML परीक्षा के लिए।,hi,Examinations,hall_ticket,3,
1243,दूर से आने वाले छात्रों ने कैंपस तक नियमित पहुंच को लेकर सुरक्षा या पहुंच संबंधी चिंता बताई है।,hi,Transport,travel_safety_access,3,
421,परीक्षा प्रक्रिया से जुड़ी प्रशासनिक समस्या है जो मार्क्स या डेटशीट से संबंधित नहीं है।,hi,Examinations,examination_process,2,
1317,The canteen seating area is not being cleaned properly.,en,Canteen,food_hygiene,2,
663,Official documentation ke liye fee receipt aur payment record ki copy chahiye.,hinglish,Fees_Accounts,accounts_financial_documentation,2,
166,"Data Structures ka syllabus bohot jaldi cover ho raha hai, samajh nahi aa raha.",hinglish,Academics,syllabus_course_progress,1,
1154,Nalasopara से आने वाले छात्रों को कॉलेज पहुंचने में लगभग तीन घंटे लगते हैं और उनकी यात्रा की समस्या पर ध्यान देने की जरूरत है।,hi,Transport,commuting_accessibility,2,
216,"AI/ML mein meri attendance galat show ho rahi hai, main present tha.",hinglish,Academics,attendance,2,
964,"Block A 3rd floor के पास खुली वायरिंग है, यह असुरक्षित है।",hi,Infrastructure,electrical_issues,4,
491,Fee receipt aur portal amount mein Rs. 500 ka difference hai.,hinglish,Fees_Accounts,fee_discrepancy,3,
692,रिजल्ट देखने की कोशिश करने पर पोर्टल एरर दिखाता है।,hi,IT_Library,portal_account_access,1,
1396,There are very few options for students with dietary restrictions.,en,Canteen,menu_variety,2,
117,the HOD ने क्लास में छात्रों के साथ बहुत बुरा व्यवहार किया।,hi,Academics,faculty_conduct,3,
738,3rd floor लैब में इंटरनेट बार-बार डिस्कनेक्ट हो रहा है।,hi,IT_Library,wifi_network,2,
1514,There is a mismatch between internal and external marks for DBMS.,en,Examinations,marks_discrepancy,4,284
831,the elective course के लिए संदर्भ पुस्तक लाइब्रेरी में उपलब्ध नहीं है।,hi,IT_Library,library_book_availability,2,
425,परीक्षा की प्रक्रिया में समस्या है और सही प्रक्रिया के बारे में मार्गदर्शन चाहिए।,hi,Examinations,examination_process,3,
1530,"Classroom ya lab ka furniture aur physical equipment damaged hai, repair chahiye.",hinglish,Infrastructure,classroom_lab_maintenance,3,935
1281,आज कैंटीन में खाना अधपका और ठंडा मिला।,hi,Canteen,food_quality,3,
122,Aaj a visiting lecturer ka behaviour theek nahi tha class mein.,hinglish,Academics,faculty_conduct,3,
1001,There is a sanitation and cleanliness problem near the ground floor corridor.,en,Infrastructure,sanitation_cleanliness,3,
1044,There is not enough two-wheeler parking space for students on campus.,en,Infrastructure,parking_access,3,
1272,I found the food undercooked and cold at the canteen today.,en,Canteen,food_quality,1,
371,Two of my exams including AI/ML are scheduled on the same day.,en,Examinations,examination_schedule,3,
1499,My scholarship status has not been updated on the portal for a week.,en,Fees_Accounts,scholarship,3,541
192,My attendance for AI/ML is marked wrong despite being present.,en,Academics,attendance,2,
1513,"सभी विभागों का लंच ब्रेक एक साथ होने से कैंटीन में बहुत भीड़ होती है, ब्रेक टाइम बदला जाए।",hi,Academics,timetable_scheduling,3,20
217,"Operating Systems mein meri attendance galat show ho rahi hai, main present tha.",hinglish,Academics,attendance,2,
1149,दूर से आने वाले Virar के छात्रों के लिए रोज पूरा कॉलेज शेड्यूल करना मुश्किल हो रहा है।,hi,Transport,commuting_accessibility,2,
659,मुझे आधिकारिक दस्तावेज के लिए फीस रसीद और पेमेंट रिकॉर्ड की कॉपी चाहिए।,hi,Fees_Accounts,accounts_financial_documentation,3,
527,"Mera Rs. 5,000 ka refund 3 days se pending hai.",hinglish,Fees_Accounts,refund,3,
79,AI/ML lecture mein doubts properly address nahi hote.,hinglish,Academics,teaching_quality,1,
236,I am unable to download my hall ticket from the portal.,en,Examinations,hall_ticket,4,
170,Computer Networks ka important syllabus abhi tak complete nahi hua hai.,hinglish,Academics,syllabus_course_progress,2,
1544,Computer Networks ki reference book library mein available nahi hai.,hinglish,IT_Library,library_book_availability,2,853
1110,निर्माण कार्य से कॉलेज की एक सामान्य सुविधा तक पहुंच बाधित हो रही है।,hi,Infrastructure,construction_facility_disruption,3,
904,The projector in Block A 3rd floor classroom has been broken for 5 days.,en,Infrastructure,classroom_lab_maintenance,3,
1304,Aaj canteen mein khana undercooked aur thanda mila.,hinglish,Canteen,food_quality,3,
7,Two lectures for Operating Systems and another subject are scheduled at the same time.,en,Academics,timetable_scheduling,2,
619,"Fee payment fail ho gaya lekin Rs. 1,200 account se kat gaya.",hinglish,Fees_Accounts,payment_transaction,3,
909,The projector in Block A 4th floor classroom has been broken for two weeks.,en,Infrastructure,classroom_lab_maintenance,3,
1510,I am unable to download my hall ticket from the portal.,en,Examinations,hall_ticket,4,238
812,The reference book for Operating Systems is not available in the library.,en,IT_Library,library_book_availability,2,
499,I still have not received my caution deposit refund after 3 days.,en,Fees_Accounts,refund,3,
354,"Data Structures paper ka revaluation chahiye, marks galat lag rahe hain.",hinglish,Examinations,revaluation,3,
889,Course ke liye required online journal ya digital library resource access nahi ho raha.,hinglish,IT_Library,library_digital_resources,3,
837,Data Structures के लिए संदर्भ पुस्तक लाइब्रेरी में उपलब्ध नहीं है।,hi,IT_Library,library_book_availability,2,
362,The exam datesheet has a timing or date conflict with another subject's exam.,en,Examinations,examination_schedule,3,
1311,There were insects near the food counter at the canteen.,en,Canteen,food_hygiene,1,
529,"Mera Rs. 1,200 ka refund 10 days se pending hai.",hinglish,Fees_Accounts,refund,3,
229,I am unable to download my hall ticket from the portal.,en,Examinations,hall_ticket,4,
930,"क्लासरूम या लैब का फर्नीचर और भौतिक उपकरण खराब हैं, मरम्मत चाहिए।",hi,Infrastructure,classroom_lab_maintenance,3,
1222,Students travelling long distances have raised a safety or accessibility concern about reaching campus regularly.,en,Transport,travel_safety_access,2,
1532,"Data Structures लैब का लाइसेंस्ड सॉफ्टवेयर एक्सपायर हो गया है, रिन्यू चाहिए।",hi,IT_Library,software_license,1,790
258,Portal se hall ticket download nahi ho raha hai.,hinglish,Examinations,hall_ticket,3,
1187,Virar से लंबी यात्रा के कारण छात्रों को कभी-कभी वापसी की ट्रेन पकड़ने के लिए लेक्चर जल्दी छोड़ना पड़ता है।,hi,Transport,transport_academic_conflict,2,
80,"Professor the elective course ke concepts clearly explain nahi kar rahe, samajhne mein problem ho rahi hai.",hinglish,Academics,teaching_quality,2,
856,I cannot access the online journal or digital library resource required for my course.,en,IT_Library,library_digital_resources,3,
1299,Aaj canteen mein khana undercooked aur thanda mila.,hinglish,Canteen,food_quality,2,
1018,Block B के वॉशरूम नियमित रूप से साफ नहीं किए जा रहे हैं।,hi,Infrastructure,sanitation_cleanliness,4,
1247,Far se travel karne wale students ne campus reach karne ko lekar safety ya accessibility concern raise kiya hai.,hinglish,Transport,travel_safety_access,3,
375,The exam datesheet has a timing or date conflict with another subject's exam.,en,Examinations,examination_schedule,2,
388,परीक्षा डेटशीट दूसरे विषय की परीक्षा के समय या तारीख से टकरा रही है।,hi,Examinations,examination_schedule,3,
670,Student account mein fee receipt ya payment record show nahi ho raha.,hinglish,Fees_Accounts,accounts_financial_documentation,3,
386,परीक्षा डेटशीट दूसरे विषय की परीक्षा के समय या तारीख से टकरा रही है।,hi,Examinations,examination_schedule,4,
179,"the elective course ka syllabus bohot jaldi cover ho raha hai, samajh nahi aa raha.",hinglish,Academics,syllabus_course_progress,2,
1111,Ongoing construction se campus area ka normal use disturb ho raha hai.,hinglish,Infrastructure,construction_facility_disruption,3,
558,मुझे स्कॉलरशिप एप्लीकेशन के बारे में कोई अपडेट नहीं मिला।,hi,Fees_Accounts,scholarship,3,
593,I am unable to complete fee payment because the transaction is failing.,en,Fees_Accounts,payment_transaction,2,
1265,The food quality in the canteen has dropped significantly this month.,en,Canteen,food_quality,2,
1388,Basic meal ki price quality ke comparison mein bohot zyada hai.,hinglish,Canteen,pricing,2,
212,Medical certificate submit karne ke baad bhi attendance update nahi hui.,hinglish,Academics,attendance,1,
664,Student account mein fee receipt ya payment record show nahi ho raha.,hinglish,Fees_Accounts,accounts_financial_documentation,3,
1303,Aaj canteen mein khana undercooked aur thanda mila.,hinglish,Canteen,food_quality,3,
1423,"कैंटीन का मेनू महीनों से नहीं बदला, हमें और विविधता चाहिए।",hi,Canteen,menu_variety,2,
932,"Classroom ya lab ka furniture aur physical equipment damaged hai, repair chahiye.",hinglish,Infrastructure,classroom_lab_maintenance,4,
1516,कैंटीन के फूड काउंटर के पास कीड़े दिखे।,hi,Canteen,food_hygiene,2,1326
1402,"The canteen menu has not changed in months, and students want more variety.",en,Canteen,menu_variety,2,
740,the new wing में वाईफाई 10 days से काम नहीं कर रहा है।,hi,IT_Library,wifi_network,2,
1472,Canteen mein normal service time par food serving bohot slow hai.,hinglish,Canteen,food_service,2,
88,"Professor Data Structures ke concepts clearly explain nahi kar rahe, samajhne mein problem ho rahi hai.",hinglish,Academics,teaching_quality,2,
